"","AXP","IBM","KO","MCO","WFC","DVA","PG","USB","WMT"
"2012-05-31",-0.0727453371854876,-0.0645735768072531,-0.0208332729381654,-0.102616803476773,-0.0347642473413047,-0.0827500771562412,-0.0212130579433025,-0.0329499022272614,0.124879287279685
"2012-06-29",0.0426293604645993,0.0138932465397534,0.0534443028085037,-0.00109321569760135,0.0433697288746748,0.208738461538462,-0.0166961068099183,0.0402298048423757,0.0592525280416427
"2012-07-31",-0.00522034478145394,0.00204516750698636,0.0333802602069639,0.108891925589849,0.0110646697602601,0.00213825476020779,0.0628546650008663,0.041666662473655,0.0675559117370725
"2012-08-31",0.0102235313659218,-0.00152083632279321,-0.0742574228866427,-0.0189241598580629,0.0130697562159945,-0.0116846375062921,0.0410598405720546,-0.00268657603664213,-0.0193116614754625
"2012-09-28",-0.0246997992042665,0.0646650745986543,0.0210646852205765,0.115404035726952,0.014692907730222,0.0651794413562019,0.0322964472002609,0.0325397377642558,0.016528999879228
"2012-10-31",-0.0121974220307474,-0.0622800570211821,-0.0197732619080018,0.0903328406082895,-0.0243266822812906,0.0859955216677928,0.00646745255571179,-0.0317784220820897,0.0165310753639694
"2012-11-30",-0.0012506762799086,-0.0186508523905495,0.0269009972109497,0.0122380096722874,-0.0138626327346378,-0.0401706022101175,0.00852113545502653,-0.0286058507363498,-0.0399893355984359
"2012-12-31",0.0282647202027784,0.00778658456687054,-0.0440400302754835,0.0358171494263122,0.0354438667585248,0.0234259074074075,-0.0277817817409348,-0.00389824608185441,-0.0473669478100497
"2013-01-31",0.02671095706547,0.06014097696011,0.0273104039493148,0.0894276769784426,0.0262915460960651,0.0441509643382061,0.116060860701978,0.0363180210612919,0.025208745938522
"2013-02-28",0.0567930476771166,-0.00686797338491063,0.0397421758541256,-0.119540322576357,0.00717771335737161,0.0364786227717313,0.0135710060629959,0.0265861394435232,0.0118656428943076
"2013-03-28",0.0854384156019554,0.0620923232188144,0.0519818616699266,0.109446470877019,0.054446985900735,-0.00861065024894414,0.0115515432279016,0.0043452766475125,0.0640403714535591
"2013-04-30",0.0170898720839423,-0.0504454272677805,0.0467359757103867,0.14122280087715,0.0267639186679582,0.000505995463563336,0.00355603671809668,-0.0191571264238515,0.038620866411508
"2013-05-31",0.106709473766781,0.0318704535467422,-0.0552799473427465,0.0951163467262879,0.0760740017892159,0.0456805554878961,-0.000130194129309924,0.0534856393972933,-0.0312804852771755
"2013-06-28",-0.0125478354235474,-0.0812902776216446,0.00993335568881082,-0.0829320001053534,0.0177558994031661,-0.0263560570645602,0.0029962922817155,0.0377305760363724,-0.0046766202804337
"2013-07-31",-0.0102328840289098,0.0205640363232706,-0.000747903983543408,0.112259914453905,0.0540343734288371,-0.0363410583993027,0.050805287592194,0.0323651080438785,0.0463149947074768
"2013-08-30",-0.0252134020202065,-0.0608020669513578,-0.0474052367414933,-0.0584639094042163,-0.0491535139976905,-0.0764539274476788,-0.0300125058904653,-0.0318863739764383,-0.0579527563880363
"2013-09-30",0.0502015322884335,0.0159652671831081,-0.000641936467629334,0.106513533657129,0.00584221559029352,0.0585062029856533,-0.0295288584259495,0.0188296440851903,0.0134282770212311
"2013-10-31",0.086447823983486,-0.0322388293278226,0.0446145259217341,0.00469219257411946,0.0331558229487448,-0.0121265900834239,0.076615162895695,0.0213230912883242,0.0377231008306613
"2013-11-29",0.0488997551336052,0.00800690502745516,0.022783477526187,0.0597144574803161,0.0384628966104736,0.0594200330798795,0.0429721457153696,0.04978587089683,0.0555049193082782
"2013-12-31",0.0574592047777374,0.0439114808732641,0.0278676891767007,0.0514538914761222,0.0313494160811492,0.0641477760562179,-0.0333649587027591,0.0359670889730768,-0.0229840089237917
"2014-01-31",-0.0605159392365791,-0.058058401586593,-0.0844831961426008,-0.049573072606512,-0.00132162855441254,0.0246173429796015,-0.051718190528759,-0.016584216448861,-0.0509594832172157
"2014-02-28",0.0736297661142258,0.053798566949639,0.0100476107556771,0.063007707902802,0.0307267545567309,0.0585246111196671,0.0266249149415432,0.0354895380835716,0.000267761103261543
"2014-03-31",-0.0136941290351784,0.0395312797252365,0.0200603367205234,0.00405063027019503,0.0715209790920603,0.00174588963716471,0.0246630380972634,0.0474214264522392,0.0297603649331817
"2014-04-30",-0.026423145333522,0.0206763766896056,0.0550957264461442,-0.0103378627804982,-0.00201049628605332,0.00653602052392221,0.0323763667513068,-0.0485301440394289,0.0429150699853942
"2014-05-30",0.0465515244372627,-0.0561745446023731,0.00294187120631939,0.0934581262931267,0.0303112227560005,0.01861461679879,-0.021320431231423,0.0345757588379192,-0.0309209239323427
"2014-06-30",0.0368306358132655,-0.0167606679557922,0.0432309079621156,0.0247837558009809,0.0350532248008582,0.0245077786943066,-0.0272311474361983,0.032618354351438,-0.0221440243521226
"2014-07-31",-0.0698576676520565,0.0573729454645246,-0.0724740225389442,-0.00752913529657739,-0.0315829448568149,-0.0259955475663715,-0.00830039324164222,-0.0297784191504548,-0.0198481096089821
"2014-08-29",0.0176136658766604,0.00922038528558655,0.0618477928347005,0.07882357895087,0.0176761898777924,0.0601930420160977,0.0748836160693478,0.00594812563873015,0.0328539294793821
"2014-09-30",-0.022445577657096,-0.0128445236145273,0.029980596492015,0.00993909166184026,0.00835926134846354,-0.0206213310123192,0.00758028886739148,-0.00482005742919744,0.0128477074581406
"2014-10-31",0.0305911340452549,-0.133962005516923,-0.0182840843551303,0.0500529384827493,0.0235203486971114,0.0674049913509021,0.0501473271138633,0.0184077538280243,-0.00261546848773575
"2014-11-28",0.0274597220431601,-0.00681312558793512,0.0778384582176999,0.0207807187851521,0.0329688570264353,-0.0197258998334826,0.0362095054501856,0.0375587591933735,0.14776458786922
"2014-12-31",0.00670852889860907,-0.0106677921931001,-0.0582199486458489,-0.0514800972258928,0.006240824659274,-0.010322762450317,0.00729842106301204,0.0224449147843875,-0.0134821630706301
"2015-01-30",-0.130186937388069,-0.0444403182864073,-0.0248698086709246,-0.0467591633212995,-0.0529004353448709,-0.00897808315231285,-0.0680699511009206,-0.0676307252682037,-0.0104796679570287
"2015-02-27",0.0111537269374942,0.0637009289410644,0.0517367280794068,0.0651178934169503,0.0622330863963283,-0.0061284307521563,0.00996554808434147,0.0644238007756912,-0.0123558845296626
"2015-03-31",-0.039329454340581,-0.00889219792471996,-0.0557396528806575,0.0707654228343655,-0.00711805961300893,0.089544251730409,-0.0374720352013408,-0.0154945644964081,-0.0141305450497243
"2015-04-30",-0.00857663021744137,0.0672273720916372,0.000246655898215931,0.0358380938440239,0.0128675775177016,-0.00221457925952984,-0.0218508641298972,-0.018319205258942,-0.0510637904084092
"2015-05-29",0.0293092831430268,-0.00207900112063242,0.00986188275591737,0.00851213807272511,0.0224894497086467,0.0330456358334312,-0.0140863192833361,0.00559836080917031,-0.0424250650271721
"2015-06-30",-0.0214402394640166,-0.0412024195115572,-0.0343348091547784,-0.00129509404377226,0.0050036121694661,-0.0514442355149707,-0.00191353017976881,0.0125212797249792,-0.0449710053060033
"2015-07-31",-0.0213587657196244,-0.00411900992718395,0.0471578673990476,0.0228788606344521,0.02898287945557,-0.00553670560542707,-0.0116556892566828,0.0417050041896938,0.0148033813463941
"2015-08-31",0.00867740814226114,-0.0794636255210307,-0.0428433029192131,-0.0706914100190532,-0.0724358161825244,-0.0428951036681653,-0.0786179729953828,-0.0632603583392883,-0.0945818800951023
"2015-09-30",-0.0337591756466186,-0.0197443952320318,0.0291858833416663,-0.040172029830767,-0.0371273802379055,-0.0437598763056569,0.0179709043452907,-0.0256787474746878,0.00169926861814917
"2015-10-30",-0.00799557440920606,-0.0337311086390801,0.0555832212452203,-0.0207738673793011,0.0543330301012337,0.0716162015314199,0.0712604649164008,0.0285296770802086,-0.117211532693929
"2015-11-25",-0.0214305208454675,-0.00560776691238529,0.0238489456688147,0.0734900365190094,0.0269592418072757,-0.0485098942456484,-0.0062843024201743,0.0376955903271694,0.0524109092971199
